Date,Region_Name,Area_Code,Average_Price,Monthly_Change,Annual_Change,Average_Price_SA,Year
1984-04-01,London,E12000007,37031,9.6,19.1,,1984
1984-04-01,United Kingdom,K02000001,24320,3.2,9.2,,1984
1984-05-01,England,E92000001,23767,3.2,10.2,,1984
1984-05-01,Northern Ireland,N92000001,22105,-3.5,1.8,,1984
1984-05-01,Scotland,S92000003,20204,4.5,3.8,,1984
1984-05-01,Wales,W92000004,18701,0.8,4.9,,1984
1984-05-01,Yorkshire and The Humber,E12000003,18824,1.5,5.6,,1984
1984-05-01,East Midlands,E12000004,21394,3.1,10.7,,1984
1984-05-01,South West,E12000009,25875,4.1,6.8,,1984
1984-05-01,London,E12000007,37031,9.6,19.1,,1984
1984-05-01,United Kingdom,K02000001,24320,3.2,9.2,,1984
1984-06-01,England,E92000001,23767,3.2,10.2,,1984
1984-06-01,Scotland,S92000003,20204,4.5,3.8,,1984
1984-06-01,Northern Ireland,N92000001,22105,-3.5,1.8,,1984
1984-06-01,Wales,W92000004,18701,0.8,4.9,,1984
1984-06-01,East Midlands,E12000004,21394,3.1,10.7,,1984
1984-06-01,Yorkshire and The Humber,E12000003,18824,1.5,5.6,,1984
1984-06-01,South West,E12000009,25875,4.1,6.8,,1984
1984-06-01,London,E12000007,37031,9.6,19.1,,1984
1984-06-01,United Kingdom,K02000001,24320,3.2,9.2,,1984
1984-07-01,England,E92000001,24681,3.8,9.8,,1984
1984-07-01,Northern Ireland,N92000001,22503,1.8,-2.6,,1984
1984-07-01,Scotland,S92000003,20936,3.6,10.0,,1984
1984-07-01,Wales,W92000004,19285,3.1,1.5,,1984
1984-07-01,East Midlands,E12000004,21711,1.5,9.6,,1984
1984-07-01,Yorkshire and The Humber,E12000003,19965,6.1,6.9,,1984
1984-07-01,South West,E12000009,26696,3.2,8.3,,1984
1984-07-01,London,E12000007,37842,2.2,16.7,,1984
1984-07-01,United Kingdom,K02000001,25255,3.8,8.9,,1984
1984-08-01,England,E92000001,24681,3.8,9.8,,1984
1984-08-01,Scotland,S92000003,20936,3.6,10.0,,1984
1984-08-01,Northern Ireland,N92000001,22503,1.8,-2.6,,1984
1984-08-01,Wales,W92000004,19285,3.1,1.5,,1984
1984-08-01,Yorkshire and The Humber,E12000003,19965,6.1,6.9,,1984
1984-08-01,East Midlands,E12000004,21711,1.5,9.6,,1984
1984-08-01,South West,E12000009,26696,3.2,8.3,,1984
1984-08-01,London,E12000007,37842,2.2,16.7,,1984
1984-08-01,United Kingdom,K02000001,25255,3.8,8.9,,1984
1984-09-01,England,E92000001,24681,3.8,9.8,,1984
1984-09-01,Northern Ireland,N92000001,22503,1.8,-2.6,,1984
1984-09-01,Scotland,S92000003,20936,3.6,10.0,,1984
1984-09-01,Wales,W92000004,19285,3.1,1.5,,1984
1984-09-01,East Midlands,E12000004,21711,1.5,9.6,,1984
1984-09-01,Yorkshire and The Humber,E12000003,19965,6.1,6.9,,1984
1984-09-01,South West,E12000009,26696,3.2,8.3,,1984
1984-09-01,London,E12000007,37842,2.2,16.7,,1984
1984-09-01,United Kingdom,K02000001,25255,3.8,8.9,,1984
1984-10-01,England,E92000001,25047,1.5,10.5,,1984
1984-10-01,Scotland,S92000003,20789,-0.7,4.4,,1984
1984-10-01,Northern Ireland,N92000001,22503,0.0,-2.6,,1984
1984-10-01,Wales,W92000004,19577,1.5,1.5,,1984
1984-10-01,South West,E12000009,27107,1.5,6.5,,1984
1984-10-01,East Midlands,E12000004,21711,0.0,8.7,,1984
1984-10-01,London,E12000007,38653,2.1,16.3,,1984
1984-10-01,Yorkshire and The Humber,E12000003,19394,-2.9,3.8,,1984
1984-10-01,United Kingdom,K02000001,25629,1.5,9.6,,1984
1984-11-01,England,E92000001,25047,1.5,10.5,,1984
1984-11-01,Wales,W92000004,19577,1.5,1.5,,1984
1984-11-01,Scotland,S92000003,20789,-0.7,4.4,,1984
1984-11-01,Northern Ireland,N92000001,22503,0.0,-2.6,,1984
1984-11-01,South West,E12000009,27107,1.5,6.5,,1984
1984-11-01,Yorkshire and The Humber,E12000003,19394,-2.9,3.8,,1984
1984-11-01,London,E12000007,38653,2.1,16.3,,1984
1984-11-01,East Midlands,E12000004,21711,0.0,8.7,,1984
1984-11-01,United Kingdom,K02000001,25629,1.5,9.6,,1984
1984-12-01,Wales,W92000004,19577,1.5,1.5,,1984
1984-12-01,Northern Ireland,N92000001,22503,0.0,-2.6,,1984
1984-12-01,Scotland,S92000003,20789,-0.7,4.4,,1984
1984-12-01,England,E92000001,25047,1.5,10.5,,1984
1984-12-01,South West,E12000009,27107,1.5,6.5,,1984
1984-12-01,London,E12000007,38653,2.1,16.3,,1984
1984-12-01,Yorkshire and The Humber,E12000003,19394,-2.9,3.8,,1984
1984-12-01,East Midlands,E12000004,21711,0.0,8.7,,1984
1984-12-01,United Kingdom,K02000001,25629,1.5,9.6,,1984
1985-01-01,England,E92000001,25047,0.0,8.7,,1985
1985-01-01,Scotland,S92000003,20643,-0.7,6.8,,1985
1985-01-01,Northern Ireland,N92000001,23100,2.7,0.9,,1985
1985-01-01,Wales,W92000004,20308,3.7,9.4,,1985
1985-01-01,South West,E12000009,26696,-1.5,7.4,,1985
1985-01-01,Yorkshire and The Humber,E12000003,19965,2.9,7.7,,1985
1985-01-01,London,E12000007,38382,-0.7,13.6,,1985
1985-01-01,East Midlands,E12000004,22345,2.9,7.6,,1985
1985-01-01,United Kingdom,K02000001,25629,0.0,8.7,,1985
1985-02-01,Scotland,S92000003,20643,-0.7,6.8,,1985
1985-02-01,England,E92000001,25047,0.0,8.7,,1985
1985-02-01,Northern Ireland,N92000001,23100,2.7,0.9,,1985
1985-02-01,Wales,W92000004,20308,3.7,9.4,,1985
1985-02-01,East Midlands,E12000004,22345,2.9,7.6,,1985
1985-02-01,London,E12000007,38382,-0.7,13.6,,1985
1985-02-01,South West,E12000009,26696,-1.5,7.4,,1985
1985-02-01,Yorkshire and The Humber,E12000003,19965,2.9,7.7,,1985
1985-02-01,United Kingdom,K02000001,25629,0.0,8.7,,1985
1985-03-01,Scotland,S92000003,20643,-0.7,6.8,,1985
1985-03-01,Wales,W92000004,20308,3.7,9.4,,1985
1985-03-01,Northern Ireland,N92000001,23100,2.7,0.9,,1985
1985-03-01,England,E92000001,25047,0.0,8.7,,1985
1985-03-01,London,E12000007,38382,-0.7,13.6,,1985
1985-03-01,South West,E12000009,26696,-1.5,7.4,,1985
1985-03-01,Yorkshire and The Humber,E12000003,19965,2.9,7.7,,1985
1985-03-01,East Midlands,E12000004,22345,2.9,7.6,,1985
1985-03-01,United Kingdom,K02000001,25629,0.0,8.7,,1985
1985-04-01,Northern Ireland,N92000001,22702,-1.7,2.7,,1985
1985-04-01,Wales,W92000004,20162,-0.7,7.8,,1985
1985-04-01,Scotland,S92000003,21668,5.0,7.2,,1985
1985-04-01,England,E92000001,25961,3.6,9.2,,1985
1985-04-01,East Midlands,E12000004,21869,-2.1,2.2,,1985
1985-04-01,Yorkshire and The Humber,E12000003,20250,1.4,7.6,,1985
1985-04-01,London,E12000007,41626,8.5,12.4,,1985
1985-04-01,South West,E12000009,28545,6.9,10.3,,1985
1985-04-01,United Kingdom,K02000001,26565,3.6,9.2,,1985
1985-05-01,England,E92000001,25961,3.6,9.2,,1985
1985-05-01,Scotland,S92000003,21668,5.0,7.2,,1985
1985-05-01,Wales,W92000004,20162,-0.7,7.8,,1985
1985-05-01,Northern Ireland,N92000001,22702,-1.7,2.7,,1985
1985-05-01,London,E12000007,41626,8.5,12.4,,1985
1985-05-01,South West,E12000009,28545,6.9,10.3,,1985
1985-05-01,East Midlands,E12000004,21869,-2.1,2.2,,1985
1985-05-01,Yorkshire and The Humber,E12000003,20250,1.4,7.6,,1985
1985-05-01,United Kingdom,K02000001,26565,3.6,9.2,,1985
1985-06-01,Scotland,S92000003,21668,5.0,7.2,,1985
1985-06-01,Northern Ireland,N92000001,22702,-1.7,2.7,,1985
1985-06-01,Wales,W92000004,20162,-0.7,7.8,,1985
1985-06-01,England,E92000001,25961,3.6,9.2,,1985
1985-06-01,East Midlands,E12000004,21869,-2.1,2.2,,1985
1985-06-01,Yorkshire and The Humber,E12000003,20250,1.4,7.6,,1985
1985-06-01,South West,E12000009,28545,6.9,10.3,,1985
1985-06-01,London,E12000007,41626,8.5,12.4,,1985
1985-06-01,United Kingdom,K02000001,26565,3.6,9.2,,1985
1985-07-01,Northern Ireland,N92000001,24694,8.8,9.7,,1985
1985-07-01,Wales,W92000004,20746,2.9,7.6,,1985
1985-07-01,England,E92000001,26692,2.8,8.1,,1985
1985-07-01,Scotland,S92000003,21521,-0.7,2.8,,1985
1985-07-01,London,E12000007,42437,1.9,12.1,,1985
1985-07-01,East Midlands,E12000004,23613,8.0,8.8,,1985
1985-07-01,Yorkshire and The Humber,E12000003,20250,0.0,1.4,,1985
1985-07-01,South West,E12000009,28955,1.4,8.5,,1985
1985-07-01,United Kingdom,K02000001,27126,2.1,7.4,,1985
1985-08-01,Scotland,S92000003,21521,-0.7,2.8,,1985
1985-08-01,Wales,W92000004,20746,2.9,7.6,,1985
1985-08-01,Northern Ireland,N92000001,24694,8.8,9.7,,1985
1985-08-01,England,E92000001,26692,2.8,8.1,,1985
1985-08-01,East Midlands,E12000004,23613,8.0,8.8,,1985
1985-08-01,Yorkshire and The Humber,E12000003,20250,0.0,1.4,,1985
1985-08-01,London,E12000007,42437,1.9,12.1,,1985
1985-08-01,South West,E12000009,28955,1.4,8.5,,1985
1985-08-01,United Kingdom,K02000001,27126,2.1,7.4,,1985
1985-09-01,England,E92000001,26692,2.8,8.1,,1985
1985-09-01,Northern Ireland,N92000001,24694,8.8,9.7,,1985
1985-09-01,Wales,W92000004,20746,2.9,7.6,,1985
1985-09-01,Scotland,S92000003,21521,-0.7,2.8,,1985
1985-09-01,East Midlands,E12000004,23613,8.0,8.8,,1985
1985-09-01,London,E12000007,42437,1.9,12.1,,1985
1985-09-01,Yorkshire and The Humber,E12000003,20250,0.0,1.4,,1985
1985-09-01,South West,E12000009,28955,1.4,8.5,,1985
1985-09-01,United Kingdom,K02000001,27126,2.1,7.4,,1985
1985-10-01,Wales,W92000004,20746,0.0,6.0,,1985
1985-10-01,England,E92000001,27424,2.7,9.5,,1985
1985-10-01,Scotland,S92000003,21961,2.0,5.6,,1985
1985-10-01,Northern Ireland,N92000001,24893,0.8,10.6,,1985
1985-10-01,East Midlands,E12000004,24088,2.0,10.9,,1985
1985-10-01,Yorkshire and The Humber,E12000003,21391,5.6,10.3,,1985
1985-10-01,South West,E12000009,30187,4.3,11.4,,1985
1985-10-01,London,E12000007,44870,5.7,16.1,,1985
1985-10-01,United Kingdom,K02000001,28061,3.4,9.5,,1985
1985-11-01,England,E92000001,27424,2.7,9.5,,1985
1985-11-01,Northern Ireland,N92000001,24893,0.8,10.6,,1985
1985-11-01,Scotland,S92000003,21961,2.0,5.6,,1985
1985-11-01,Wales,W92000004,20746,0.0,6.0,,1985
1985-11-01,London,E12000007,44870,5.7,16.1,,1985
1985-11-01,South West,E12000009,30187,4.3,11.4,,1985
1985-11-01,East Midlands,E12000004,24088,2.0,10.9,,1985
1985-11-01,Yorkshire and The Humber,E12000003,21391,5.6,10.3,,1985
1985-11-01,United Kingdom,K02000001,28061,3.4,9.5,,1985
1985-12-01,Northern Ireland,N92000001,24893,0.8,10.6,,1985
1985-12-01,Wales,W92000004,20746,0.0,6.0,,1985
1985-12-01,England,E92000001,27424,2.7,9.5,,1985
1985-12-01,Scotland,S92000003,21961,2.0,5.6,,1985
1985-12-01,London,E12000007,44870,5.7,16.1,,1985
1985-12-01,East Midlands,E12000004,24088,2.0,10.9,,1985
1985-12-01,South West,E12000009,30187,4.3,11.4,,1985
1985-12-01,Yorkshire and The Humber,E12000003,21391,5.6,10.3,,1985
1985-12-01,United Kingdom,K02000001,28061,3.4,9.5,,1985
1986-01-01,Scotland,S92000003,22107,0.7,7.1,,1986
1986-01-01,Wales,W92000004,20892,0.7,2.9,,1986
1986-01-01,Northern Ireland,N92000001,25092,0.8,8.6,,1986
1986-01-01,England,E92000001,28155,2.7,12.4,,1986
1986-01-01,South West,E12000009,31009,2.7,16.2,,1986
1986-01-01,London,E12000007,46491,3.6,21.1,,1986
1986-01-01,Yorkshire and The Humber,E12000003,20963,-2.0,5.0,,1986
1986-01-01,East Midlands,E12000004,23771,-1.3,6.4,,1986
1986-01-01,United Kingdom,K02000001,28623,2.0,11.7,,1986
1986-02-01,Scotland,S92000003,22107,0.7,7.1,,1986
1986-02-01,Wales,W92000004,20892,0.7,2.9,,1986
1986-02-01,Northern Ireland,N92000001,25092,0.8,8.6,,1986
1986-02-01,England,E92000001,28155,2.7,12.4,,1986
1986-02-01,East Midlands,E12000004,23771,-1.3,6.4,,1986
1986-02-01,Yorkshire and The Humber,E12000003,20963,-2.0,5.0,,1986
1986-02-01,London,E12000007,46491,3.6,21.1,,1986
1986-02-01,South West,E12000009,31009,2.7,16.2,,1986
1986-02-01,United Kingdom,K02000001,28623,2.0,11.7,,1986
1986-03-01,Northern Ireland,N92000001,25092,0.8,8.6,,1986
1986-03-01,Wales,W92000004,20892,0.7,2.9,,1986
1986-03-01,Scotland,S92000003,22107,0.7,7.1,,1986
1986-03-01,England,E92000001,28155,2.7,12.4,,1986
1986-03-01,Yorkshire and The Humber,E12000003,20963,-2.0,5.0,,1986
1986-03-01,South West,E12000009,31009,2.7,16.2,,1986
1986-03-01,East Midlands,E12000004,23771,-1.3,6.4,,1986
1986-03-01,London,E12000007,46491,3.6,21.1,,1986
1986-03-01,United Kingdom,K02000001,28623,2.0,11.7,,1986
1986-04-01,Wales,W92000004,21038,0.7,4.3,,1986
1986-04-01,Northern Ireland,N92000001,26287,4.8,15.8,,1986
1986-04-01,England,E92000001,29435,4.5,13.4,,1986
1986-04-01,Scotland,S92000003,22693,2.6,4.7,,1986
1986-04-01,South West,E12000009,32446,4.6,13.7,,1986
1986-04-01,East Midlands,E12000004,25673,8.0,17.4,,1986
1986-04-01,Yorkshire and The Humber,E12000003,22104,5.4,9.2,,1986
1986-04-01,London,E12000007,50276,8.1,20.8,,1986
1986-04-01,United Kingdom,K02000001,29932,4.6,12.7,,1986
1986-05-01,Northern Ireland,N92000001,26287,4.8,15.8,,1986
1986-05-01,England,E92000001,29435,4.5,13.4,,1986
1986-05-01,Wales,W92000004,21038,0.7,4.3,,1986
1986-05-01,Scotland,S92000003,22693,2.6,4.7,,1986
1986-05-01,South West,E12000009,32446,4.6,13.7,,1986
1986-05-01,London,E12000007,50276,8.1,20.8,,1986
1986-05-01,East Midlands,E12000004,25673,8.0,17.4,,1986
1986-05-01,Yorkshire and The Humber,E12000003,22104,5.4,9.2,,1986
1986-05-01,United Kingdom,K02000001,29932,4.6,12.7,,1986
1986-06-01,Scotland,S92000003,22693,2.6,4.7,,1986
1986-06-01,Wales,W92000004,21038,0.7,4.3,,1986
1986-06-01,England,E92000001,29435,4.5,13.4,,1986
1986-06-01,Northern Ireland,N92000001,26287,4.8,15.8,,1986
1986-06-01,South West,E12000009,32446,4.6,13.7,,1986
1986-06-01,Yorkshire and The Humber,E12000003,22104,5.4,9.2,,1986
1986-06-01,London,E12000007,50276,8.1,20.8,,1986
1986-06-01,East Midlands,E12000004,25673,8.0,17.4,,1986
1986-06-01,United Kingdom,K02000001,29932,4.6,12.7,,1986
1986-07-01,Northern Ireland,N92000001,26088,-0.8,5.6,,1986
1986-07-01,Wales,W92000004,22938,9.0,10.6,,1986
1986-07-01,England,E92000001,30897,5.0,15.8,,1986
1986-07-01,Scotland,S92000003,22693,0.0,5.4,,1986
1986-07-01,London,E12000007,52438,4.3,23.6,,1986
1986-07-01,East Midlands,E12000004,25514,-0.6,8.1,,1986
1986-07-01,South West,E12000009,33678,3.8,16.3,,1986
1986-07-01,Yorkshire and The Humber,E12000003,22247,0.6,9.9,,1986
1986-07-01,United Kingdom,K02000001,31242,4.4,15.2,,1986
1986-08-01,Northern Ireland,N92000001,26088,-0.8,5.6,,1986
1986-08-01,Scotland,S92000003,22693,0.0,5.4,,1986
1986-08-01,Wales,W92000004,22938,9.0,10.6,,1986
1986-08-01,England,E92000001,30897,5.0,15.8,,1986
1986-08-01,South West,E12000009,33678,3.8,16.3,,1986
1986-08-01,London,E12000007,52438,4.3,23.6,,1986
1986-08-01,Yorkshire and The Humber,E12000003,22247,0.6,9.9,,1986
1986-08-01,East Midlands,E12000004,25514,-0.6,8.1,,1986
1986-08-01,United Kingdom,K02000001,31242,4.4,15.2,,1986
1986-09-01,Northern Ireland,N92000001,26088,-0.8,5.6,,1986
1986-09-01,Scotland,S92000003,22693,0.0,5.4,,1986
1986-09-01,England,E92000001,30897,5.0,15.8,,1986
1986-09-01,Wales,W92000004,22938,9.0,10.6,,1986
1986-09-01,London,E12000007,52438,4.3,23.6,,1986
1986-09-01,East Midlands,E12000004,25514,-0.6,8.1,,1986
1986-09-01,South West,E12000009,33678,3.8,16.3,,1986
1986-09-01,Yorkshire and The Humber,E12000003,22247,0.6,9.9,,1986
1986-09-01,United Kingdom,K02000001,31242,4.4,15.2,,1986
1986-10-01,Scotland,S92000003,23132,1.9,5.3,,1986
1986-10-01,England,E92000001,31994,3.6,16.7,,1986
1986-10-01,Wales,W92000004,22645,-1.3,9.2,,1986
1986-10-01,Northern Ireland,N92000001,26486,1.5,6.4,,1986
1986-10-01,Yorkshire and The Humber,E12000003,23102,3.8,8.0,,1986
1986-10-01,South West,E12000009,34705,3.0,15.0,,1986
1986-10-01,London,E12000007,56222,7.2,25.3,,1986
1986-10-01,East Midlands,E12000004,26624,4.3,10.5,,1986
1986-10-01,United Kingdom,K02000001,32177,3.0,14.7,,1986
1986-11-01,England,E92000001,31994,3.6,16.7,,1986
1986-11-01,Northern Ireland,N92000001,26486,1.5,6.4,,1986
1986-11-01,Scotland,S92000003,23132,1.9,5.3,,1986
1986-11-01,Wales,W92000004,22645,-1.3,9.2,,1986
1986-11-01,South West,E12000009,34705,3.0,15.0,,1986
1986-11-01,London,E12000007,56222,7.2,25.3,,1986
1986-11-01,Yorkshire and The Humber,E12000003,23102,3.8,8.0,,1986
1986-11-01,East Midlands,E12000004,26624,4.3,10.5,,1986
1986-11-01,United Kingdom,K02000001,32177,3.0,14.7,,1986
1986-12-01,Northern Ireland,N92000001,26486,1.5,6.4,,1986
1986-12-01,Wales,W92000004,22645,-1.3,9.2,,1986
1986-12-01,England,E92000001,31994,3.6,16.7,,1986
1986-12-01,Scotland,S92000003,23132,1.9,5.3,,1986
1986-12-01,South West,E12000009,34705,3.0,15.0,,1986
1986-12-01,East Midlands,E12000004,26624,4.3,10.5,,1986
1986-12-01,Yorkshire and The Humber,E12000003,23102,3.8,8.0,,1986
1986-12-01,London,E12000007,56222,7.2,25.3,,1986
1986-12-01,United Kingdom,K02000001,32177,3.0,14.7,,1986
1987-01-01,Scotland,S92000003,23571,1.9,6.6,,1987
1987-01-01,Wales,W92000004,23376,3.2,11.9,,1987
1987-01-01,England,E92000001,32908,2.9,16.9,,1987
1987-01-01,Northern Ireland,N92000001,26486,0.0,5.6,,1987
1987-01-01,East Midlands,E12000004,27416,3.0,15.3,,1987
1987-01-01,South West,E12000009,36143,4.1,16.6,,1987
1987-01-01,London,E12000007,57574,2.4,23.8,,1987
1987-01-01,Yorkshire and The Humber,E12000003,22960,-0.6,9.5,,1987
1987-01-01,United Kingdom,K02000001,33113,2.9,15.7,,1987
1987-02-01,Wales,W92000004,23376,3.2,11.9,,1987
1987-02-01,England,E92000001,32908,2.9,16.9,,1987
1987-02-01,Scotland,S92000003,23571,1.9,6.6,,1987
1987-02-01,Northern Ireland,N92000001,26486,0.0,5.6,,1987
1987-02-01,South West,E12000009,36143,4.1,16.6,,1987
1987-02-01,East Midlands,E12000004,27416,3.0,15.3,,1987
1987-02-01,London,E12000007,57574,2.4,23.8,,1987
1987-02-01,Yorkshire and The Humber,E12000003,22960,-0.6,9.5,,1987
1987-02-01,United Kingdom,K02000001,33113,2.9,15.7,,1987
1987-03-01,England,E92000001,32908,2.9,16.9,,1987
1987-03-01,Northern Ireland,N92000001,26486,0.0,5.6,,1987
1987-03-01,Scotland,S92000003,23571,1.9,6.6,,1987
1987-03-01,Wales,W92000004,23376,3.2,11.9,,1987
1987-03-01,Yorkshire and The Humber,E12000003,22960,-0.6,9.5,,1987
1987-03-01,London,E12000007,57574,2.4,23.8,,1987
1987-03-01,East Midlands,E12000004,27416,3.0,15.3,,1987
1987-03-01,South West,E12000009,36143,4.1,16.6,,1987
1987-03-01,United Kingdom,K02000001,33113,2.9,15.7,,1987
1987-04-01,England,E92000001,34554,5.0,17.4,,1987
1987-04-01,Wales,W92000004,23522,0.6,11.8,,1987
1987-04-01,Northern Ireland,N92000001,27681,4.5,5.3,,1987
1987-04-01,Scotland,S92000003,24303,3.1,7.1,,1987
1987-04-01,London,E12000007,60817,5.6,21.0,,1987
1987-04-01,East Midlands,E12000004,28525,4.0,11.1,,1987
1987-04-01,South West,E12000009,37580,4.0,15.8,,1987
1987-04-01,Yorkshire and The Humber,E12000003,23530,2.5,6.5,,1987
1987-04-01,United Kingdom,K02000001,34609,4.5,15.6,,1987
1987-05-01,Wales,W92000004,23522,0.6,11.8,,1987
1987-05-01,England,E92000001,34554,5.0,17.4,,1987
1987-05-01,Scotland,S92000003,24303,3.1,7.1,,1987
1987-05-01,Northern Ireland,N92000001,27681,4.5,5.3,,1987
1987-05-01,East Midlands,E12000004,28525,4.0,11.1,,1987
1987-05-01,South West,E12000009,37580,4.0,15.8,,1987
1987-05-01,Yorkshire and The Humber,E12000003,23530,2.5,6.5,,1987
1987-05-01,London,E12000007,60817,5.6,21.0,,1987
1987-05-01,United Kingdom,K02000001,34609,4.5,15.6,,1987
1987-06-01,Northern Ireland,N92000001,27681,4.5,5.3,,1987
1987-06-01,Wales,W92000004,23522,0.6,11.8,,1987
1987-06-01,England,E92000001,34554,5.0,17.4,,1987
1987-06-01,Scotland,S92000003,24303,3.1,7.1,,1987
1987-06-01,South West,E12000009,37580,4.0,15.8,,1987
1987-06-01,East Midlands,E12000004,28525,4.0,11.1,,1987
1987-06-01,London,E12000007,60817,5.6,21.0,,1987
1987-06-01,Yorkshire and The Humber,E12000003,23530,2.5,6.5,,1987
1987-06-01,United Kingdom,K02000001,34609,4.5,15.6,,1987
1987-07-01,Scotland,S92000003,24010,-1.2,5.8,,1987
1987-07-01,England,E92000001,36199,4.8,17.2,,1987
1987-07-01,Wales,W92000004,24545,4.3,7.0,,1987
1987-07-01,Northern Ireland,N92000001,27282,-1.4,4.6,,1987
1987-07-01,South West,E12000009,39223,4.4,16.5,,1987
1987-07-01,London,E12000007,64872,6.7,23.7,,1987
1987-07-01,East Midlands,E12000004,28684,0.6,12.4,,1987
1987-07-01,Yorkshire and The Humber,E12000003,24813,5.5,11.5,,1987
1987-07-01,United Kingdom,K02000001,36293,4.9,16.2,,1987
1987-08-01,Northern Ireland,N92000001,27282,-1.4,4.6,,1987
1987-08-01,Scotland,S92000003,24010,-1.2,5.8,,1987
1987-08-01,England,E92000001,36199,4.8,17.2,,1987
1987-08-01,Wales,W92000004,24545,4.3,7.0,,1987
1987-08-01,London,E12000007,64872,6.7,23.7,,1987
1987-08-01,Yorkshire and The Humber,E12000003,24813,5.5,11.5,,1987
1987-08-01,South West,E12000009,39223,4.4,16.5,,1987
1987-08-01,East Midlands,E12000004,28684,0.6,12.4,,1987
1987-08-01,United Kingdom,K02000001,36293,4.9,16.2,,1987
1987-09-01,Scotland,S92000003,24010,-1.2,5.8,,1987
1987-09-01,England,E92000001,36199,4.8,17.2,,1987
1987-09-01,Wales,W92000004,24545,4.3,7.0,,1987
1987-09-01,Northern Ireland,N92000001,27282,-1.4,4.6,,1987
1987-09-01,Yorkshire and The Humber,E12000003,24813,5.5,11.5,,1987
1987-09-01,East Midlands,E12000004,28684,0.6,12.4,,1987
1987-09-01,London,E12000007,64872,6.7,23.7,,1987
1987-09-01,South West,E12000009,39223,4.4,16.5,,1987
1987-09-01,United Kingdom,K02000001,36293,4.9,16.2,,1987
1987-10-01,Scotland,S92000003,24964,4.0,7.9,,1987
1987-10-01,Wales,W92000004,25545,4.1,12.8,,1987
1987-10-01,England,E92000001,38489,6.3,20.3,,1987
1987-10-01,Northern Ireland,N92000001,27355,0.3,3.3,,1987
1987-10-01,South West,E12000009,41974,7.0,20.9,,1987
1987-10-01,London,E12000007,69999,7.9,24.5,,1987
1987-10-01,Yorkshire and The Humber,E12000003,24742,-0.3,7.1,,1987
1987-10-01,East Midlands,E12000004,30183,5.2,13.4,,1987
1987-10-01,United Kingdom,K02000001,38442,5.9,19.5,,1987
1987-11-01,Wales,W92000004,25545,4.1,12.8,,1987
1987-11-01,England,E92000001,38489,6.3,20.3,,1987
1987-11-01,Scotland,S92000003,24964,4.0,7.9,,1987
1987-11-01,Northern Ireland,N92000001,27355,0.3,3.3,,1987
1987-11-01,South West,E12000009,41974,7.0,20.9,,1987
1987-11-01,London,E12000007,69999,7.9,24.5,,1987
1987-11-01,Yorkshire and The Humber,E12000003,24742,-0.3,7.1,,1987
1987-11-01,East Midlands,E12000004,30183,5.2,13.4,,1987
1987-11-01,United Kingdom,K02000001,38442,5.9,19.5,,1987
1987-12-01,England,E92000001,38489,6.3,20.3,,1987
1987-12-01,Northern Ireland,N92000001,27355,0.3,3.3,,1987
1987-12-01,Scotland,S92000003,24964,4.0,7.9,,1987
1987-12-01,Wales,W92000004,25545,4.1,12.8,,1987
1987-12-01,South West,E12000009,41974,7.0,20.9,,1987
1987-12-01,Yorkshire and The Humber,E12000003,24742,-0.3,7.1,,1987
1987-12-01,East Midlands,E12000004,30183,5.2,13.4,,1987
1987-12-01,London,E12000007,69999,7.9,24.5,,1987
1987-12-01,United Kingdom,K02000001,38442,5.9,19.5,,1987
1988-01-01,Wales,W92000004,25545,0.0,9.3,,1988
1988-01-01,Scotland,S92000003,23888,-4.3,1.3,,1988
1988-01-01,England,E92000001,40335,4.8,22.6,,1988
1988-01-01,Northern Ireland,N92000001,28075,2.6,6.0,,1988
1988-01-01,South West,E12000009,44274,5.5,22.5,,1988
1988-01-01,East Midlands,E12000004,31796,5.3,16.0,,1988
1988-01-01,Yorkshire and The Humber,E12000003,25765,4.1,12.2,,1988
1988-01-01,London,E12000007,72108,3.0,25.2,,1988
1988-01-01,United Kingdom,K02000001,40055,4.2,21.0,,1988
1988-02-01,Northern Ireland,N92000001,28075,2.6,6.0,,1988
1988-02-01,Scotland,S92000003,23888,-4.3,1.3,,1988
1988-02-01,England,E92000001,40335,4.8,22.6,,1988
1988-02-01,Wales,W92000004,25545,0.0,9.3,,1988
1988-02-01,East Midlands,E12000004,31796,5.3,16.0,,1988
1988-02-01,London,E12000007,72108,3.0,25.2,,1988
1988-02-01,Yorkshire and The Humber,E12000003,25765,4.1,12.2,,1988
1988-02-01,South West,E12000009,44274,5.5,22.5,,1988
1988-02-01,United Kingdom,K02000001,40055,4.2,21.0,,1988
1988-03-01,England,E92000001,40335,4.8,22.6,,1988
1988-03-01,Wales,W92000004,25545,0.0,9.3,,1988
1988-03-01,Scotland,S92000003,23888,-4.3,1.3,,1988
1988-03-01,Northern Ireland,N92000001,28075,2.6,6.0,,1988
1988-03-01,East Midlands,E12000004,31796,5.3,16.0,,1988
1988-03-01,Yorkshire and The Humber,E12000003,25765,4.1,12.2,,1988
1988-03-01,London,E12000007,72108,3.0,25.2,,1988
1988-03-01,South West,E12000009,44274,5.5,22.5,,1988
1988-03-01,United Kingdom,K02000001,40055,4.2,21.0,,1988
1988-04-01,Northern Ireland,N92000001,28315,0.9,2.3,,1988
1988-04-01,England,E92000001,42707,5.9,23.6,,1988
1988-04-01,Scotland,S92000003,25609,7.2,5.4,,1988
